30-08-2021 05:06:49
Mouse:(556.0, 92.0) L: false R: false U: false D: false Player Location: (20.0, 10.0, 20.0) Camera Direction: (0.0, 0.0, 1.0)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.575004, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
Mouse:(0.0, 8.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.007812421, 0.9999695)
Mouse:(0.0, 9.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.00878895, 0.9999614)
Mouse:(0.0, 9.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.00878895, 0.9999614)
Mouse:(0.0, 9.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.00878895, 0.9999614)
Mouse:(0.0, 9.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.00878895, 0.9999614)
Mouse:(0.0, 9.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.00878895, 0.9999614)
Mouse:(0.0, 9.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.00878895, 0.9999614)
Mouse:(0.0, 9.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.00878895, 0.9999614)
Mouse:(0.0, 9.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.00878895, 0.9999614)
Mouse:(0.0, 9.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (0.0, 0.00878895, 0.9999614)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.416671, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 10.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.7651576E-4, 0.00976547, 0.99995184)
Mouse:(-1.0, 11.0) L: false R: false U: false D: false Player Location: (20.0, 8.250005, 20.0) Camera Direction: (9.76506E-4, 0.010741982, 0.9999418)
Mouse:(-1.0, 11.0) L: false R: false U: false D: false Player Location: (20.0, 8.075005, 20.0) Camera Direction: (9.76506E-4, 0.010741982, 0.9999418)
Mouse:(-1.0, 11.0) L: false R: false U: false D: false Player Location: (20.0, 8.075005, 20.0) Camera Direction: (9.76506E-4, 0.010741982, 0.9999418)
Mouse:(-1.0, 11.0) L: false R: false U: false D: false Player Location: (20.0, 8.075005, 20.0) Camera Direction: (9.76506E-4, 0.010741982, 0.9999418)
Mouse:(-1.0, 11.0) L: false R: false U: false D: false Player Location: (20.0, 8.075005, 20.0) Camera Direction: (9.76506E-4, 0.010741982, 0.9999418)
Mouse:(-1.0, 12.0) L: false R: false U: false D: false Player Location: (20.0, 8.075005, 20.0) Camera Direction: (9.7649527E-4, 0.011718483, 0.99993086)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 8.075005, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 8.075005, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 13.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764836E-4, 0.012694973, 0.99991894)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 15.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.7645755E-4, 0.014647916, 0.99989223)
Mouse:(-1.0, 16.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764431E-4, 0.015624367, 0.99987745)
Mouse:(-1.0, 16.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764431E-4, 0.015624367, 0.99987745)
Mouse:(-1.0, 16.0) L: false R: false U: false D: false Player Location: (20.0, 7.8916717, 20.0) Camera Direction: (9.764431E-4, 0.015624367, 0.99987745)
Mouse:(-1.0, 16.0) L: false R: false U: false D: false Player Location: (20.0, 7.700005, 20.0) Camera Direction: (9.764431E-4, 0.015624367, 0.99987745)
Mouse:(-1.0, 18.0) L: false R: false U: false D: false Player Location: (20.0, 7.700005, 20.0) Camera Direction: (9.764115E-4, 0.017577223, 0.999845)
Mouse:(-1.0, 18.0) L: false R: false U: false D: false Player Location: (20.0, 7.700005, 20.0) Camera Direction: (9.764115E-4, 0.017577223, 0.999845)
Mouse:(-1.0, 18.0) L: false R: false U: false D: false Player Location: (20.0, 7.700005, 20.0) Camera Direction: (9.764115E-4, 0.017577223, 0.999845)
Mouse:(-1.0, 18.0) L: false R: false U: false D: false Player Location: (20.0, 7.700005, 20.0) Camera Direction: (9.764115E-4, 0.017577223, 0.999845)
Mouse:(-1.0, 19.0) L: false R: false U: false D: false Player Location: (20.0, 7.700005, 20.0) Camera Direction: (9.7639434E-4, 0.01855363, 0.9998274)
Mouse:(-1.0, 19.0) L: false R: false U: false D: false Player Location: (20.0, 7.700005, 20.0) Camera Direction: (9.7639434E-4, 0.01855363, 0.9998274)
Mouse:(-1.0, 19.0) L: false R: false U: false D: false Player Location: (20.0, 7.700005, 20.0) Camera Direction: (9.7639434E-4, 0.01855363, 0.9998274)
Mouse:(-1.0, 19.0) L: false R: false U: false D: false Player Location: (20.0, 7.700005, 20.0) Camera Direction: (9.7639434E-4, 0.01855363, 0.9998274)
Mouse:(-1.0, 19.0) L: false R: false U: false D: false Player Location: (20.0, 7.5000052, 20.0) Camera Direction: (9.7639434E-4, 0.01855363, 0.9998274)
Mouse:(-1.0, 19.0) L: false R: false U: false D: false Player Location: (20.0, 7.5000052, 20.0) Camera Direction: (9.7639434E-4, 0.01855363, 0.9998274)
Mouse:(-1.0, 19.0) L: false R: false U: false D: false Player Location: (20.0, 7.5000052, 20.0) Camera Direction: (9.7639434E-4, 0.01855363, 0.9998274)
Mouse:(-1.0, 19.0) L: false R: false U: false D: false Player Location: (20.0, 7.5000052, 20.0) Camera Direction: (9.7639434E-4, 0.01855363, 0.9998274)
Mouse:(-1.0, 20.0) L: false R: false U: false D: false Player Location: (20.0, 7.5000052, 20.0) Camera Direction: (9.763762E-4, 0.019530013, 0.9998088)
Mouse:(-1.0, 20.0) L: false R: false U: false D: false Player Location: (20.0, 7.5000052, 20.0) Camera Direction: (9.763762E-4, 0.019530013, 0.9998088)
Mouse:(-1.0, 20.0) L: false R: false U: false D: false Player Location: (20.0, 7.5000052, 20.0) Camera Direction: (9.763762E-4, 0.019530013, 0.9998088)
Mouse:(-1.0, 20.0) L: false R: false U: false D: false Player Location: (20.0, 7.5000052, 20.0) Camera Direction: (9.763762E-4, 0.019530013, 0.9998088)
Mouse:(-1.0, 21.0) L: false R: false U: false D: false Player Location: (20.0, 7.291672, 20.0) Camera Direction: (9.763571E-4, 0.02050638, 0.99978924)
Mouse:(-1.0, 21.0) L: false R: false U: false D: false Player Location: (20.0, 7.291672, 20.0) Camera Direction: (9.763571E-4, 0.02050638, 0.99978924)
Mouse:(-1.0, 21.0) L: false R: false U: false D: false Player Location: (20.0, 7.291672, 20.0) Camera Direction: (9.763571E-4, 0.02050638, 0.99978924)
Mouse:(-1.0, 21.0) L: false R: false U: false D: false Player Location: (20.0, 7.291672, 20.0) Camera Direction: (9.763571E-4, 0.02050638, 0.99978924)
Mouse:(-1.0, 23.0) L: false R: false U: false D: false Player Location: (20.0, 7.291672, 20.0) Camera Direction: (9.763161E-4, 0.022459054, 0.9997473)
Mouse:(-1.0, 23.0) L: false R: false U: false D: false Player Location: (20.0, 7.291672, 20.0) Camera Direction: (9.763161E-4, 0.022459054, 0.9997473)
Mouse:(-1.0, 23.0) L: false R: false U: false D: false Player Location: (20.0, 7.291672, 20.0) Camera Direction: (9.763161E-4, 0.022459054, 0.9997473)
Mouse:(-1.0, 23.0) L: false R: false U: false D: false Player Location: (20.0, 7.291672, 20.0) Camera Direction: (9.763161E-4, 0.022459054, 0.9997473)
Mouse:(-1.0, 23.0) L: false R: false U: false D: false Player Location: (20.0, 7.291672, 20.0) Camera Direction: (9.763161E-4, 0.022459054, 0.9997473)
Mouse:(-1.0, 23.0) L: false R: false U: false D: false Player Location: (20.0, 7.0750055, 20.0) Camera Direction: (9.763161E-4, 0.022459054, 0.9997473)
Mouse:(-1.0, 23.0) L: false R: false U: false D: false Player Location: (20.0, 7.0750055, 20.0) Camera Direction: (9.763161E-4, 0.022459054, 0.9997473)
Mouse:(-1.0, 23.0) L: false R: false U: false D: false Player Location: (20.0, 7.0750055, 20.0) Camera Direction: (9.763161E-4, 0.022459054, 0.9997473)
Mouse:(-1.0, 23.0) L: false R: false U: false D: false Player Location: (20.0, 7.0750055, 20.0) Camera Direction: (9.763161E-4, 0.022459054, 0.9997473)
Mouse:(-1.0, 23.0) L: false R: false U: false D: false Player Location: (20.0, 7.0750055, 20.0) Camera Direction: (9.763161E-4, 0.022459054, 0.9997473)
Mouse:(-1.0, 23.0) L: false R: false U: false D: false Player Location: (20.0, 7.0750055, 20.0) Camera Direction: (9.763161E-4, 0.022459054, 0.9997473)
Mouse:(-1.0, 23.0) L: false R: false U: false D: false Player Location: (20.0, 7.0750055, 20.0) Camera Direction: (9.763161E-4, 0.022459054, 0.9997473)
Mouse:(-1.0, 24.0) L: false R: false U: false D: false Player Location: (20.0, 7.0750055, 20.0) Camera Direction: (9.762943E-4, 0.02343536, 0.99972486)
Mouse:(-1.0, 24.0) L: false R: false U: false D: false Player Location: (20.0, 6.8500056, 20.0) Camera Direction: (9.762943E-4, 0.02343536, 0.99972486)
Mouse:(-1.0, 24.0) L: false R: false U: false D: false Player Location: (20.0, 6.8500056, 20.0) Camera Direction: (9.762943E-4, 0.02343536, 0.99972486)
Mouse:(-1.0, 24.0) L: false R: false U: false D: false Player Location: (20.0, 6.8500056, 20.0) Camera Direction: (9.762943E-4, 0.02343536, 0.99972486)
Mouse:(0.0, 25.0) L: false R: false U: false D: false Player Location: (20.0, 6.8500056, 20.0) Camera Direction: (1.746209E-10, 0.024411647, 0.999702)
Mouse:(0.0, 25.0) L: false R: false U: false D: false Player Location: (20.0, 6.8500056, 20.0) Camera Direction: (1.746209E-10, 0.024411647, 0.999702)
Mouse:(0.0, 25.0) L: false R: false U: false D: false Player Location: (20.0, 6.8500056, 20.0) Camera Direction: (1.746209E-10, 0.024411647, 0.999702)
Mouse:(0.0, 25.0) L: false R: false U: false D: false Player Location: (20.0, 6.8500056, 20.0) Camera Direction: (1.746209E-10, 0.024411647, 0.999702)
Mouse:(1.0, 25.0) L: false R: false U: false D: false Player Location: (20.0, 6.8500056, 20.0) Camera Direction: (-9.7627117E-4, 0.02441165, 0.9997015)
Mouse:(1.0, 25.0) L: false R: false U: false D: false Player Location: (20.0, 6.6166725, 20.0) Camera Direction: (-9.7627117E-4, 0.02441165, 0.9997015)
Mouse:(1.0, 25.0) L: false R: false U: false D: false Player Location: (20.0, 6.6166725, 20.0) Camera Direction: (-9.7627117E-4, 0.02441165, 0.9997015)
Mouse:(1.0, 25.0) L: false R: false U: false D: false Player Location: (20.0, 6.6166725, 20.0) Camera Direction: (-9.7627117E-4, 0.02441165, 0.9997015)
Mouse:(3.0, 26.0) L: false R: false U: false D: false Player Location: (20.0, 6.6166725, 20.0) Camera Direction: (-0.0029287387, 0.025387911, 0.99967337)
Mouse:(3.0, 26.0) L: false R: false U: false D: false Player Location: (20.0, 6.6166725, 20.0) Camera Direction: (-0.0029287387, 0.025387911, 0.99967337)
Mouse:(3.0, 26.0) L: false R: false U: false D: false Player Location: (20.0, 6.6166725, 20.0) Camera Direction: (-0.0029287387, 0.025387911, 0.99967337)
Mouse:(3.0, 26.0) L: false R: false U: false D: false Player Location: (20.0, 6.6166725, 20.0) Camera Direction: (-0.0029287387, 0.025387911, 0.99967337)
Mouse:(3.0, 26.0) L: false R: false U: false D: false Player Location: (20.0, 6.6166725, 20.0) Camera Direction: (-0.0029287387, 0.025387911, 0.99967337)
Mouse:(5.0, 26.0) L: false R: false U: false D: false Player Location: (20.0, 6.6166725, 20.0) Camera Direction: (-0.004881219, 0.025387915, 0.99966574)
Mouse:(5.0, 26.0) L: false R: false U: false D: false Player Location: (20.0, 6.375006, 20.0) Camera Direction: (-0.004881219, 0.025387915, 0.99966574)
Mouse:(5.0, 26.0) L: false R: false U: false D: false Player Location: (20.0, 6.375006, 20.0) Camera Direction: (-0.004881219, 0.025387915, 0.99966574)
Mouse:(5.0, 26.0) L: false R: false U: false D: false Player Location: (20.0, 6.375006, 20.0) Camera Direction: (-0.004881219, 0.025387915, 0.99966574)
Mouse:(5.0, 26.0) L: false R: false U: false D: false Player Location: (20.0, 6.375006, 20.0) Camera Direction: (-0.004881219, 0.025387915, 0.99966574)
Mouse:(10.0, 27.0) L: false R: false U: false D: false Player Location: (20.0, 6.375006, 20.0) Camera Direction: (-0.009762077, 0.026364157, 0.99960476)
Mouse:(10.0, 27.0) L: false R: false U: false D: false Player Location: (20.0, 6.375006, 20.0) Camera Direction: (-0.009762077, 0.026364157, 0.99960476)
Mouse:(10.0, 27.0) L: false R: false U: false D: false Player Location: (20.0, 6.375006, 20.0) Camera Direction: (-0.009762077, 0.026364157, 0.99960476)
Mouse:(10.0, 27.0) L: false R: false U: false D: false Player Location: (20.0, 6.375006, 20.0) Camera Direction: (-0.009762077, 0.026364157, 0.99960476)
Mouse:(15.0, 28.0) L: false R: false U: false D: false Player Location: (20.0, 6.375006, 20.0) Camera Direction: (-0.014642437, 0.027340366, 0.99951893)
Mouse:(15.0, 28.0) L: false R: false U: false D: false Player Location: (20.0, 6.375006, 20.0) Camera Direction: (-0.014642437, 0.027340366, 0.99951893)
Mouse:(15.0, 28.0) L: false R: false U: false D: false Player Location: (20.0, 6.125006, 20.0) Camera Direction: (-0.014642437, 0.027340366, 0.99951893)
Mouse:(15.0, 28.0) L: false R: false U: false D: false Player Location: (20.0, 6.125006, 20.0) Camera Direction: (-0.014642437, 0.027340366, 0.99951893)
Mouse:(23.0, 31.0) L: false R: false U: false D: false Player Location: (20.0, 6.125006, 20.0) Camera Direction: (-0.022448758, 0.030268837, 0.9992897)
Mouse:(23.0, 31.0) L: false R: false U: false D: false Player Location: (20.0, 6.125006, 20.0) Camera Direction: (-0.022448758, 0.030268837, 0.9992897)
