18-08-2021 02:41:45
Mouse:(531.0, 90.0) L: false R: false U: false D: false Player Location: (0.0, 10.0, 0.0) Camera Direction: (-0.44721362, 0.0, -0.8944272)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.8916717, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.291672, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 7.0750055, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
Mouse:(-20.0, 27.0) L: false R: false U: false D: false Player Location: (-2.4999766, 6.8500056, -5.892616E-5) Camera Direction: (-0.464435, 0.026364133, -0.8852147)
